Country,Year,Country,Intensity,Coal (GWh),Oil (GWh),Natural Gas (GWh),Biofuels (GWh),Waste (GWh),Nuclear (GWh),Hydro (GWh),Solar (GWh),Wind (GWh),Geothermal (GWh),Other (GWh),Tidal (GWh),Solar Thermal (GWh)
Austria,1990,Austria,233,7006,1880,7721,1116,64,0,32507,0,0,0,0,0,0
Austria,1991,Austria,242,7786,2230,7467,1193,62,0,32745,0,0,0,0,0,0
Austria,1992,Austria,183,5091,1989,6638,1292,81,0,36099,0,0,0,0,0,0
Austria,1993,Austria,174,3740,2731,6790,1330,73,0,37756,1,0,0,0,0,0
Austria,1994,Austria,190,3908,2605,8643,1173,73,0,36729,1,0,0,0,0,0
Austria,1995,Austria,203,5173,2117,8912,1820,87,0,38114,1,1,0,0,0,0
Austria,1996,Austria,208,6215,1929,9405,1555,248,0,35522,1,5,0,0,0,0
Austria,1997,Austria,186,6857,2391,8466,1680,164,0,37124,1,20,0,0,0,0
Austria,1998,Austria,160,5132,2785,8867,1807,109,0,38254,1,45,0,0,0,0
Austria,1999,Austria,164,5455,2657,9290,1566,196,0,41727,1,51,0,0,0,0
Austria,2000,Austria,156,6739,1702,7851,1497,160,0,43219,3,67,19,0,0,0
Austria,2001,Austria,163,8033,1818,8746,1634,254,0,41837,5,105,17,0,0,0
Austria,2002,Austria,152,7817,1448,9305,1484,255,0,42020,9,140,18,3,0,0
Austria,2003,Austria,204,9512,1861,11164,1571,367,0,35292,15,372,17,3,0,0
Austria,2004,Austria,185,9109,1820,10953,1779,556,0,38966,18,934,15,2,0,0
Austria,2005,Austria,179,8488,1642,13028,2295,585,0,39438,21,1331,3,2,0,0
Austria,2006,Austria,174,8750,1644,10668,3024,765,0,38056,22,1753,17,3,0,0
Austria,2007,Austria,160,7975,1285,9903,3837,803,0,39200,24,2037,18,2,0,0
Austria,2008,Austria,146,6952,1245,11181,3954,792,0,40666,30,2011,18,2,0,0
Austria,2009,Austria,131,5033,1136,12343,4062,822,0,43669,49,1954,17,2,0,0
Austria,2010,Austria,153,6704,1274,14351,4267,802,0,41558,89,2064,18,1,0,0
Austria,2011,Austria,160,7335,1015,12437,4348,775,0,37780,174,1936,11,1,0,0
Austria,2012,Austria,116,6226,744,9712,4440,927,0,47742,337,2463,11,1,0,0
Austria,2013,Austria,106,6125,695,6650,4441,874,0,45778,626,3152,14,0,0,0
Austria,2014,Austria,92,4869,665,5321,4217,889,0,44834,785,3846,13,0,0,0
Austria,2015,Austria,107,5061,863,7664,4345,983,0,40592,937,4840,15,0,0,0
Austria,2016,Austria,94,3970,1000,8488,4450,1046,0,43008,1096,5235,15,0,0,0
Austria,2017,Austria,103,3914,853,10914,4605,1010,0,42175,1269,6572,13,0,0,0
Austria,2018,Austria,100,3620,716,9918,4594,1052,0,41219,1455,6030,13,0,0,0
Austria,2019,Austria,92,3414,693,11569,4388,1146,0,43833,1702,7477,13,0,0,0
Austria,2020,Austria,78,2356,726,9955,4263,1068,0,45344,2043,6792,10,0,0,0
Belgium,1990,Belgium,353,19855,1314,5405,142,581,42722,897,0,7,0,0,0,0
Belgium,1991,Belgium,356,19239,1826,6216,141,666,42861,979,0,8,0,0,0,0
Belgium,1992,Belgium,343,18524,1543,6668,94,775,43456,1156,0,9,0,0,0,0
Belgium,1993,Belgium,350,18718,1475,6812,60,814,41927,1020,0,8,0,0,0,0
Belgium,1994,Belgium,360,19586,1618,8275,63,820,40624,1184,0,9,0,0,0,0
Belgium,1995,Belgium,347,19277,1313,10181,134,908,41356,1230,0,9,0,0,0,0
Belgium,1996,Belgium,320,18206,1290,11010,117,932,43336,1200,0,8,0,0,0,0
Belgium,1997,Belgium,291,16282,1422,11537,92,807,47408,1277,0,8,0,0,0,0
Belgium,1998,Belgium,312,16890,2580,15036,153,851,46165,1497,0,11,0,0,0,0
Belgium,1999,Belgium,259,12528,1035,19231,274,927,49017,1489,0,13,0,0,0,0
Belgium,2000,Belgium,267,16030,797,15977,262,1074,48157,1699,0,16,0,0,0,0
Belgium,2001,Belgium,251,12764,1664,15780,300,1283,46349,1644,0,37,0,0,0,0
Belgium,2002,Belgium,259,12660,972,17868,408,1254,47360,1490,0,57,0,0,0,0
Belgium,2003,Belgium,174,11608,1007,21609,551,1072,47379,1316,0,88,0,0,0,0
Belgium,2004,Belgium,189,11481,1676,21477,745,1202,47312,1607,1,142,0,0,0,0
Belgium,2005,Belgium,185,10493,1740,22849,1264,986,47595,1604,1,227,0,226,0,0
Belgium,2006,Belgium,146,9216,1377,23022,1906,1199,46645,1628,2,336,0,256,0,0
Belgium,2007,Belgium,240,8329,813,25386,2303,1338,48227,1683,6,491,0,246,0,0
Belgium,2008,Belgium,230,7235,406,24646,2959,1434,45568,1757,42,637,0,246,0,0
Belgium,2009,Belgium,211,6157,280,29310,3486,1776,47222,1757,166,996,0,85,0,0
Belgium,2010,Belgium,162,5955,406,32157,3813,1836,47944,1668,560,1292,0,266,0,0
Belgium,2011,Belgium,186,5447,290,25432,3923,2060,48234,1423,1169,2312,0,142,0,0
Belgium,2012,Belgium,146,5465,333,23571,4498,2014,40295,1659,2148,2751,0,299,0,0
Belgium,2013,Belgium,74,5159,270,20802,4255,1927,42644,1704,2644,3665,0,426,0,0
Belgium,2014,Belgium,166,4261,217,19340,3593,2139,33703,1465,2886,4615,0,427,0,0
Belgium,2015,Belgium,134,4111,209,22026,4637,2222,26103,1418,3056,5574,0,469,0,0
Belgium,2016,Belgium,162,2640,198,22114,4496,2297,43523,1489,3095,5438,0,524,0,0
Belgium,2017,Belgium,170,2425,176,23019,4790,2370,42227,1397,3308,6514,0,551,0,0
Belgium,2018,Belgium,199,2345,161,23985,4503,2325,28597,1329,3903,7465,0,487,0,0
Belgium,2019,Belgium,170,2516,71,25514,4310,2222,43524,1181,4247,9726,0,436,0,0
Belgium,2020,Belgium,167,1834,88,26521,4324,2229,34435,1319,4972,12781,0,321,0,0
Bulgaria,1990,Bulgaria,661,21180,1230,3188,0,0,14665,1878,0,0,0,0,0,0
Bulgaria,1991,Bulgaria,449,21000,1352,2885,0,0,13184,2441,0,0,0,0,0,0
Bulgaria,1992,Bulgaria,630,18016,1213,2766,0,0,11552,2063,0,0,0,0,0,0
Bulgaria,1993,Bulgaria,696,17398,1644,3040,0,0,13973,1942,0,0,0,0,0,0
Bulgaria,1994,Bulgaria,607,17148,1626,2556,0,0,15335,1468,0,0,0,0,0,0
Bulgaria,1995,Bulgaria,570,17561,1443,3210,0,0,17261,2314,0,0,0,0,0,0
Bulgaria,1996,Bulgaria,541,17397,1335,2983,0,0,18028,2919,0,0,0,0,0,0
Bulgaria,1997,Bulgaria,552,19307,926,1883,0,0,17751,2936,0,0,0,0,0,0
Bulgaria,1998,Bulgaria,566,18567,905,2013,0,2,16899,3325,0,0,0,0,0,0
Bulgaria,1999,Bulgaria,516,16486,927,2010,0,29,15814,2982,0,0,0,0,0,0
Bulgaria,2000,Bulgaria,485,17207,661,1912,0,15,18178,2951,0,0,0,0,0,0
Bulgaria,2001,Bulgaria,532,19757,579,1908,0,0,19553,2171,0,0,0,0,0,0
Bulgaria,2002,Bulgaria,491,17373,830,1539,0,11,20222,2704,0,0,0,0,0,0
Bulgaria,2003,Bulgaria,533,19462,789,1762,0,6,17280,3301,0,0,0,0,0,0
Bulgaria,2004,Bulgaria,540,19107,822,1494,0,19,16815,3363,1,0,0,0,0,0
Bulgaria,2005,Bulgaria,497,18625,606,1729,0,17,18653,4730,5,0,0,0,0,0
Bulgaria,2006,Bulgaria,485,19206,379,2159,0,7,19493,4759,20,0,0,0,0,0
Bulgaria,2007,Bulgaria,608,22463,568,2336,0,6,14643,3234,47,0,0,0,0,0
Bulgaria,2008,Bulgaria,572,23220,277,2360,16,0,15765,3277,122,0,0,0,0,0
Bulgaria,2009,Bulgaria,533,21103,328,1961,8,0,15256,4053,237,3,0,15,0,0
Bulgaria,2010,Bulgaria,534,22606,393,1967,35,0,15249,5693,681,15,0,14,0,0
Bulgaria,2011,Bulgaria,587,27537,137,2077,56,0,16314,3691,861,101,0,23,0,0
Bulgaria,2012,Bulgaria,528,22876,220,2356,66,0,15785,3976,1221,814,0,15,0,0
Bulgaria,2013,Bulgaria,485,19392,226,2339,110,0,14171,4795,1374,1361,0,16,0,0
Bulgaria,2014,Bulgaria,479,21305,211,2142,200,0,15867,5163,1331,1252,0,14,0,0
Bulgaria,2015,Bulgaria,487,22522,182,1864,272,0,15383,6147,1452,1383,0,23,0,0
Bulgaria,2016,Bulgaria,467,19364,318,2053,353,0,15776,4568,1425,1386,0,34,0,0
Bulgaria,2017,Bulgaria,499,20914,401,1922,396,0,15545,3493,1504,1403,0,34,0,0
Bulgaria,2018,Bulgaria,427,18659,338,2017,1492,100,16125,5423,1318,1343,0,22,0,0
Bulgaria,2019,Bulgaria,426,17225,371,2146,1777,55,16555,3383,1317,1442,0,31,0,0
Bulgaria,2020,Bulgaria,362,13530,304,2284,1679,5,16626,3320,1477,1473,0,36,0,0
Croatia,1990,Croatia,333,673,2897,1364,11,0,0,3928,0,0,0,0,0,0
Croatia,1991,Croatia,198,422,1890,738,10,0,0,5545,0,0,0,0,0,0
Croatia,1992,Croatia,297,700,2480,1367,6,0,0,4349,0,0,0,0,0,0
Croatia,1993,Croatia,329,463,2712,1820,19,0,0,4550,0,0,0,0,0,0
Croatia,1994,Croatia,221,101,1398,1833,6,0,0,5435,0,0,0,0,0,0
Croatia,1995,Croatia,256,242,2459,883,9,0,0,5683,0,0,0,0,0,0
Croatia,1996,Croatia,198,120,1872,1309,9,0,0,7863,0,0,0,0,0,0
Croatia,1997,Croatia,281,511,2701,1171,1,0,0,5864,0,0,0,0,0,0
Croatia,1998,Croatia,315,538,3547,1338,9,0,0,6030,0,0,0,0,0,0
Croatia,1999,Croatia,277,516,3891,1234,9,0,0,7329,0,0,0,0,0,0
Croatia,2000,Croatia,278,1551,1687,1571,1,0,0,6471,0,0,0,0,0,0
Croatia,2001,Croatia,296,1638,2133,1819,0,0,0,7219,0,0,0,0,0,0
Croatia,2002,Croatia,353,2109,2218,2527,0,0,0,5918,0,0,0,0,0,0
Croatia,2003,Croatia,384,2404,3269,2061,0,0,0,5518,0,0,0,0,0,0
Croatia,2004,Croatia,279,2139,1666,2459,4,0,0,7720,0,2,0,0,0,0
Croatia,2005,Croatia,294,2328,1855,1814,14,0,0,7141,0,10,0,0,0,0
Croatia,2006,Croatia,304,2257,1961,2058,11,0,0,6741,0,19,0,0,0,0
Croatia,2007,Croatia,389,2423,2315,3064,8,0,0,4864,0,35,0,0,0,0
Croatia,2008,Croatia,336,2495,1985,2459,21,0,0,5891,0,40,0,0,0,0
Croatia,2009,Croatia,263,1658,2013,2211,25,0,0,7494,0,54,0,0,0,0
Croatia,2010,Croatia,204,2385,560,2553,33,0,0,9232,0,139,0,0,0,0
Croatia,2011,Croatia,295,2582,752,2621,55,0,0,5162,0,201,0,0,0,0
Croatia,2012,Croatia,280,2238,582,2511,94,0,0,4999,2,329,0,0,0,0
Croatia,2013,Croatia,198,2421,230,2021,125,0,0,8727,11,517,0,0,0,0
Croatia,2014,Croatia,168,2368,129,1002,165,0,0,9125,35,730,0,0,0,0
Croatia,2015,Croatia,203,2310,221,1197,266,0,0,6556,57,796,0,0,0,0
Croatia,2016,Croatia,204,2596,69,1586,431,0,0,7058,66,1014,0,0,0,0
Croatia,2017,Croatia,188,1367,210,3090,526,0,0,5508,79,1204,0,0,0,0
Croatia,2018,Croatia,130,1453,69,2245,668,0,0,7785,75,1335,2,0,0,0
Croatia,2019,Croatia,163,1639,38,2629,878,0,0,5933,83,1467,92,0,0,0
Croatia,2020,Croatia,155,1222,35,3424,988,0,0,5810,96,1721,94,0,0,0
Cyprus,1990,Cyprus,852,0,1974,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1991,Cyprus,840,0,2077,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1992,Cyprus,839,0,2430,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1993,Cyprus,839,0,2590,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1994,Cyprus,844,0,2685,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1995,Cyprus,834,0,2497,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1996,Cyprus,845,0,2609,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1997,Cyprus,854,0,2728,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1998,Cyprus,856,0,2991,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1999,Cyprus,869,0,3139,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2000,Cyprus,849,0,3370,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2001,Cyprus,787,0,3551,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2002,Cyprus,767,0,3785,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2003,Cyprus,774,0,4052,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2004,Cyprus,782,0,4201,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2005,Cyprus,800,0,4376,0,0,0,0,0,1,0,0,0,0,0
Cyprus,2006,Cyprus,793,0,4651,0,0,0,0,0,1,0,0,0,0,0
Cyprus,2007,Cyprus,796,0,4868,0,1,0,0,0,2,0,0,0,0,0
Cyprus,2008,Cyprus,793,0,5064,0,12,0,0,0,3,0,0,0,0,0
Cyprus,2009,Cyprus,776,0,5184,0,27,0,0,0,4,0,0,0,0,0
Cyprus,2010,Cyprus,735,0,5429,0,35,0,0,0,6,32,0,0,0,0
Cyprus,2011,Cyprus,759,0,4751,0,52,0,0,0,12,115,0,0,0,0
Cyprus,2012,Cyprus,757,0,4460,0,50,0,0,0,22,185,0,0,0,0
Cyprus,2013,Cyprus,666,0,3963,0,49,0,0,0,47,231,0,0,0,0
Cyprus,2014,Cyprus,682,0,4033,0,51,0,0,0,84,183,0,0,0,0
Cyprus,2015,Cyprus,670,0,4135,0,51,0,0,0,127,222,0,0,0,0
Cyprus,2016,Cyprus,679,0,4463,0,52,0,0,0,146,227,0,0,0,0
Cyprus,2017,Cyprus,661,0,4569,0,52,0,0,0,172,211,0,0,0,0
Cyprus,2018,Cyprus,664,0,4583,0,57,0,0,0,199,221,0,0,0,0
Cyprus,2019,Cyprus,642,0,4627,0,58,0,0,0,218,239,0,0,0,0
Cyprus,2020,Cyprus,623,0,4253,0,61,0,0,0,326,240,0,0,0,0
Czech Republic,1990,Czech Republic,727,47600,540,385,0,0,12585,1449,0,0,0,0,0,0
Czech Republic,1991,Czech Republic,721,46165,531,381,0,0,12132,1319,0,0,0,0,0,0
Czech Republic,1992,Czech Republic,707,44494,526,385,0,0,12250,1638,0,0,0,0,0,0
Czech Republic,1993,Czech Republic,743,43725,374,398,161,0,12627,1596,0,0,0,0,0,0
Czech Republic,1994,Czech Republic,757,42754,491,386,321,0,12977,1776,0,0,0,0,0,0
Czech Republic,1995,Czech Republic,763,44865,594,479,405,0,12230,2274,0,0,0,0,0,0
Czech Republic,1996,Czech Republic,769,46946,730,1036,292,0,12850,2403,0,0,0,0,0,0
Czech Republic,1997,Czech Republic,717,44749,630,1151,494,0,12494,2080,0,0,0,0,0,0
Czech Republic,1998,Czech Republic,729,47553,616,1294,587,0,13178,1884,0,0,0,0,0,0
Czech Republic,1999,Czech Republic,664,46289,427,1728,676,1,13357,2216,0,0,0,0,0,0
Czech Republic,2000,Czech Republic,687,54968,372,1691,517,14,13590,2313,0,1,0,0,0,0
Czech Republic,2001,Czech Republic,688,54937,386,1580,514,14,14749,2467,0,0,0,0,0,0
Czech Republic,2002,Czech Republic,660,52263,384,1605,494,17,18738,2845,0,2,0,0,0,0
Czech Republic,2003,Czech Republic,595,53106,368,1584,481,17,25872,1794,0,5,0,0,0,0
Czech Republic,2004,Czech Republic,576,52825,348,1543,702,17,26325,2562,0,10,0,1,0,0
Czech Republic,2005,Czech Republic,606,52267,326,1470,720,18,24728,3027,0,21,0,1,0,0
Czech Republic,2006,Czech Republic,599,52255,258,1567,908,19,26046,3257,1,49,0,1,0,0
Czech Republic,2007,Czech Republic,607,56687,115,1370,1183,20,26172,2523,2,125,0,1,0,0
Czech Republic,2008,Czech Republic,595,51852,131,1018,1438,22,26551,2376,13,245,0,1,0,0
Czech Republic,2009,Czech Republic,568,48629,156,975,1837,21,27208,2982,89,288,0,0,0,0
Czech Republic,2010,Czech Republic,557,49739,199,1362,2127,62,27998,3380,616,335,0,85,0,0
Czech Republic,2011,Czech Republic,547,49523,174,1397,2616,157,28283,2664,2182,397,0,54,0,0
Czech Republic,2012,Czech Republic,510,46567,113,1479,3285,151,30324,2860,2149,416,0,74,0,0
Czech Republic,2013,Czech Republic,478,43711,79,2025,3877,148,30745,3639,2033,481,0,75,0,0
Czech Republic,2014,Czech Republic,481,43531,105,1806,4575,157,30325,2961,2123,477,0,88,0,0
Czech Republic,2015,Czech Republic,493,43837,94,2264,4703,165,26841,3071,2264,573,0,80,0,0
Czech Republic,2016,Czech Republic,503,44641,92,3710,4657,179,24104,3202,2131,497,0,96,0,0
Czech Republic,2017,Czech Republic,473,43925,119,3679,4853,206,28340,3040,2193,591,0,103,0,0
Czech Republic,2018,Czech Republic,465,43571,108,3750,4728,181,29921,2679,2359,609,0,125,0,0
Czech Republic,2019,Czech Republic,433,39449,118,5791,4927,190,30246,3175,2312,700,0,124,0,0
Czech Republic,2020,Czech Republic,390,32686,84,6834,5094,213,30043,3437,2235,699,0,118,0,0
Denmark,1990,Denmark,686,23558,882,694,148,62,0,28,0,610,0,0,0,0
Denmark,1991,Denmark,707,33445,1150,829,183,173,0,25,0,740,0,0,0,0
Denmark,1992,Denmark,687,26957,1234,1081,241,282,0,28,0,915,0,0,0,0
Denmark,1993,Denmark,656,29327,1266,1589,289,441,0,28,0,1034,0,0,0,0
Denmark,1994,Denmark,648,33290,3033,2280,289,516,0,33,0,1137,0,23,0,0
Denmark,1995,Denmark,618,27356,3625,3635,319,594,0,30,0,1117,0,34,0,0
Denmark,1996,Denmark,638,39665,5784,5679,416,758,0,19,0,1227,0,39,0,0
Denmark,1997,Denmark,586,28756,5427,6780,508,852,0,19,0,1934,0,38,0,0
Denmark,1998,Denmark,549,23653,4977,8128,598,872,0,27,0,2820,0,38,0,0
Denmark,1999,Denmark,509,20081,4844,9056,728,1072,0,31,1,3029,0,39,0,0
Denmark,2000,Denmark,463,16673,4439,8874,620,1236,0,30,1,4241,0,16,0,0
Denmark,2001,Denmark,468,17819,4184,9273,789,1313,0,28,1,4306,0,13,0,0
Denmark,2002,Denmark,460,18257,4015,9590,1118,1384,0,32,1,4877,0,19,0,0
Denmark,2003,Denmark,497,25307,2349,9764,1677,1486,0,21,2,5561,0,11,0,0
Denmark,2004,Denmark,430,18673,1638,9941,2115,1440,0,27,2,6583,0,0,0,0
Denmark,2005,Denmark,385,15463,1375,8780,2175,1814,0,23,2,6614,0,0,0,0
Denmark,2006,Denmark,481,24566,1619,9401,2062,1830,0,23,2,6108,0,0,0,0
Denmark,2007,Denmark,445,19891,1288,7037,2132,1767,0,28,2,7171,0,0,0,0
Denmark,2008,Denmark,417,17462,1121,7082,2094,1900,0,26,3,6928,0,0,0,0
Denmark,2009,Denmark,418,17687,1170,6671,2350,1762,0,19,4,6721,0,0,0,0
Denmark,2010,Denmark,373,17006,774,7906,3680,1660,0,21,6,7809,0,0,0,0
Denmark,2011,Denmark,336,13976,453,5841,3424,1729,0,17,15,9774,0,0,0,0
Denmark,2012,Denmark,282,10539,403,4192,3554,1622,0,17,104,10270,0,0,0,0
Denmark,2013,Denmark,317,14292,351,3417,3440,1589,0,13,518,11123,0,0,0,0
Denmark,2014,Denmark,277,11064,316,2096,3409,1609,0,15,596,13079,0,0,0,0
Denmark,2015,Denmark,204,7110,318,1824,3263,1670,0,18,604,14133,0,0,0,0
Denmark,2016,Denmark,236,8865,324,2255,3984,1565,0,19,744,12782,0,0,0,0
Denmark,2017,Denmark,180,6206,279,2017,5365,1607,0,18,751,14780,0,0,0,0
Denmark,2018,Denmark,193,6567,264,2072,5031,1565,0,15,953,13902,0,0,0,0
Denmark,2019,Denmark,122,3310,242,2102,4989,1753,0,17,963,16150,0,0,0,0
Denmark,2020,Denmark,121,3062,263,1184,4973,1718,0,16,1181,16353,0,0,0,0
Estonia,1990,Estonia,911,14784,1440,957,0,0,0,0,0,0,0,0,0,0
Estonia,1991,Estonia,894,12385,1271,971,0,0,0,0,0,0,0,0,0,0
Estonia,1992,Estonia,834,11014,529,287,0,0,0,1,0,0,0,0,0,0
Estonia,1993,Estonia,825,8366,620,130,0,0,0,1,0,0,0,0,0,0
Estonia,1994,Estonia,1188,8799,130,220,0,0,0,3,0,0,0,0,0,0
Estonia,1995,Estonia,1240,8318,103,264,6,0,0,2,0,0,0,0,0,0
Estonia,1996,Estonia,1215,8702,100,294,5,0,0,2,0,0,0,0,0,0
Estonia,1997,Estonia,1178,8771,178,258,8,0,0,3,0,0,0,0,0,0
Estonia,1998,Estonia,1141,7980,259,266,12,0,0,4,0,0,0,0,0,0
Estonia,1999,Estonia,1137,7726,297,229,12,0,0,4,0,0,0,0,0,0
Estonia,2000,Estonia,1076,7843,56,596,13,0,0,5,0,0,0,0,0,0
Estonia,2001,Estonia,1035,7826,40,599,11,0,0,7,0,0,0,0,0,0
Estonia,2002,Estonia,1016,7941,27,529,23,0,0,6,0,1,0,0,0,0
Estonia,2003,Estonia,995,9566,40,504,30,0,0,13,0,6,0,0,0,0
Estonia,2004,Estonia,1006,9715,42,487,30,0,0,22,0,8,0,0,0,0
Estonia,2005,Estonia,1003,9518,32,544,35,0,0,22,0,54,0,0,0,0
Estonia,2006,Estonia,974,9033,30,539,40,0,0,14,0,76,0,0,0,0
Estonia,2007,Estonia,1017,11667,34,344,33,0,0,21,0,91,0,0,0,0
Estonia,2008,Estonia,990,9924,37,423,36,0,0,28,0,133,0,0,0,0
Estonia,2009,Estonia,959,8085,45,108,314,0,0,32,0,195,0,0,0,0
Estonia,2010,Estonia,957,11576,41,303,740,0,0,27,0,277,0,0,0,0
Estonia,2011,Estonia,967,11421,43,250,781,0,0,30,0,368,0,0,0,0
Estonia,2012,Estonia,908,10306,58,126,1001,0,0,42,0,434,0,0,0,0
Estonia,2013,Estonia,956,11774,132,89,665,60,0,26,0,529,0,0,0,0
Estonia,2014,Estonia,962,10872,43,69,758,73,0,27,0,604,0,0,0,0
Estonia,2015,Estonia,951,8400,57,62,760,128,0,27,0,715,0,0,0,0
Estonia,2016,Estonia,918,10189,255,74,885,129,0,35,10,594,0,0,0,0
Estonia,2017,Estonia,906,11035,120,63,1038,141,0,26,14,723,0,0,0,0
Estonia,2018,Estonia,877,10138,83,58,1261,143,0,15,31,636,0,0,0,0
Estonia,2019,Estonia,736,5343,28,38,1299,128,0,19,74,687,0,0,0,0
Estonia,2020,Estonia,621,2984,22,27,1456,149,0,31,119,844,0,0,0,0
EU-27,1990,EU-27,501,843741,189523,187563,11385,7567,729114,301519,15,769,3226,212,503,0
EU-27,1991,EU-27,490,840340,203900,182525,11886,8400,3749292,315577,20,1085,3187,155,517,0
EU-27,1992,EU-27,478,811501,211708,172558,12373,9023,750516,329216,28,1517,3464,537,516,0
EU-27,1993,EU-27,459,788531,197664,179118,13621,9399,772820,334808,32,2137,3671,584,494,0
